icpsr_project_id,repo_doi,openicpsr_url,paper_title,journal,year
112512,10.3886/e112512v1,https://www.openicpsr.org/openicpsr/project/112512/version/V1/view,Slow to Anger and Fast to Forgive: Cooperation in an Uncertain World,American Economic Review,2012
112507,10.3886/e112507v1,https://www.openicpsr.org/openicpsr/project/112507/version/V1/view,International Income Inequality: Measuring PPP Bias by Estimating Engel Curves for Food,American Economic Review,2012
112506,10.3886/e112506v1,https://www.openicpsr.org/openicpsr/project/112506/version/V1/view,What Drives US Foreign Borrowing? Evidence on the External Adjustment to Transitory and Permanent Shocks,American Economic Review,2012
112504,10.3886/e112504v1,https://www.openicpsr.org/openicpsr/project/112504/version/V1/view,Efficient Pollution Regulation: Getting the Prices Right: Corrigendum (Mortality Rate Update),American Economic Review,2012
112495,10.3886/e112495v1,https://www.openicpsr.org/openicpsr/project/112495/version/V1/view,A Continuous Dilemma,American Economic Review,2012
112493,10.3886/e112493v1,https://www.openicpsr.org/openicpsr/project/112493/version/V1/view,The Effects of Housing Assistance on Labor Supply: Evidence from a Voucher Lottery,American Economic Review,2012
231346,10.3886/e231346v1,https://www.openicpsr.org/openicpsr/project/231346/version/V1/view,Trends in Employment and Earnings of Allowed and Rejected Applicants to the Social Security Disability Insurance Program,American Economic Review,2011
231343,10.3886/e231343v1,https://www.openicpsr.org/openicpsr/project/231343/version/V1/view,The Effect of Female Education on Fertility and Infant Health: Evidence from School Entry Policies Using Exact Date of Birth,American Economic Review,2011
116374,10.3886/e116374v1,https://www.openicpsr.org/openicpsr/project/116374/version/V1/view,Financial Constraints and Inflated Home Prices during the Real Estate Boom,American Economic Journal Applied Economics,2011
116099,10.3886/e116099v1,https://www.openicpsr.org/openicpsr/project/116099/version/V1/view,The Nature of Credit Constraints and Human Capital,American Economic Review,2011
116098,10.3886/e116098v1,https://www.openicpsr.org/openicpsr/project/116098/version/V1/view,Searching and Learning by Trial and Error,American Economic Review,2011
114763,10.3886/e114763v1,https://www.openicpsr.org/openicpsr/project/114763/version/V1/view,Electoral Rules and Politicians' Behavior: A Micro Test,American Economic Journal Economic Policy,2011
114760,10.3886/e114760v1,https://www.openicpsr.org/openicpsr/project/114760/version/V1/view,Identifying the Aggregate Productivity Effects of Entry and Size Restrictions: An Empirical Analysis of License Reform in India,American Economic Journal Economic Policy,2011
114754,10.3886/e114754v1,https://www.openicpsr.org/openicpsr/project/114754/version/V1/view,The Effect of Classmate Characteristics on Post-Secondary Outcomes: Evidence from the Add Health,American Economic Journal Economic Policy,2011
114403,10.3886/e114403v1,https://www.openicpsr.org/openicpsr/project/114403/version/V1/view,Set-Asides and Subsidies in Auctions,American Economic Journal Microeconomics,2011
114383,10.3886/e114383v1,https://www.openicpsr.org/openicpsr/project/114383/version/V1/view,Equilibrium Selection in the Repeated Prisoner's Dilemma: Axiomatic Approach and Experimental Evidence,American Economic Journal Microeconomics,2011
114378,10.3886/e114378v1,https://www.openicpsr.org/openicpsr/project/114378/version/V1/view,Too Many Products: Decentralized Decision Making in Multinational Firms,American Economic Journal Microeconomics,2011
114233,10.3886/e114233v1,https://www.openicpsr.org/openicpsr/project/114233/version/V1/view,Emerging Market Currency Excess Returns,American Economic Journal Macroeconomics,2011
114225,10.3886/e114225v1,https://www.openicpsr.org/openicpsr/project/114225/version/V1/view,Estimating the Market-Perceived Monetary Policy Rule,American Economic Journal Macroeconomics,2011
114200,10.3886/e114200v1,https://www.openicpsr.org/openicpsr/project/114200/version/V1/view,Evaluating the Classification of Economic Activity into Recessions and Expansions,American Economic Journal Macroeconomics,2011
114197,10.3886/e114197v1,https://www.openicpsr.org/openicpsr/project/114197/version/V1/view,"Did Improvements in Household Technology Cause the Baby Boom? Evidence from Electrification, Appliance Diffusion, and the Amish",American Economic Journal Macroeconomics,2011
114194,10.3886/e114194v1,https://www.openicpsr.org/openicpsr/project/114194/version/V1/view,Pricing-to-Market and the Failure of Absolute PPP,American Economic Journal Macroeconomics,2011
114191,10.3886/e114191v1,https://www.openicpsr.org/openicpsr/project/114191/version/V1/view,Professional Forecasters' Views of Permanent and Transitory Shocks to GDP,American Economic Journal Macroeconomics,2011
114189,10.3886/e114189v1,https://www.openicpsr.org/openicpsr/project/114189/version/V1/view,Worker Heterogeneity and Endogenous Separations in a Matching Model of Unemployment Fluctuations,American Economic Journal Macroeconomics,2011
113793,10.3886/e113793v1,https://www.openicpsr.org/openicpsr/project/113793/version/V1/view,Returns to Local-Area Health Care Spending: Evidence from Health Shocks to Patients Far From Home,American Economic Journal Applied Economics,2011
113785,10.3886/e113785v1,https://www.openicpsr.org/openicpsr/project/113785/version/V1/view,Mechanisms and Impacts of Gender Peer Effects at School,American Economic Journal Applied Economics,2011
113782,10.3886/e113782v1,https://www.openicpsr.org/openicpsr/project/113782/version/V1/view,Purchasing Power Parity Exchange Rates for the Global Poor,American Economic Journal Applied Economics,2011
113773,10.3886/e113773v1,https://www.openicpsr.org/openicpsr/project/113773/version/V1/view,Are Restaurants Really Supersizing America?,American Economic Journal Applied Economics,2011
112479,10.3886/e112479v1,https://www.openicpsr.org/openicpsr/project/112479/version/V1/view,The Slave Trade and the Origins of Mistrust in Africa,American Economic Review,2011
112478,10.3886/e112478v1,https://www.openicpsr.org/openicpsr/project/112478/version/V1/view,Extreme Walrasian Dynamics: The Gale Example in the Lab,American Economic Review,2011
112465,10.3886/e112465v1,https://www.openicpsr.org/openicpsr/project/112465/version/V1/view,Clearing the Air? The Effects of Gasoline Content Regulation on Air Quality,American Economic Review,2011
112444,10.3886/e112444v1,https://www.openicpsr.org/openicpsr/project/112444/version/V1/view,From Financial Crash to Debt Crisis,American Economic Review,2011
112440,10.3886/e112440v1,https://www.openicpsr.org/openicpsr/project/112440/version/V1/view,Group Size and Incentives to Contribute: A Natural Experiment at Chinese Wikipedia,American Economic Review,2011
112430,10.3886/e112430v1,https://www.openicpsr.org/openicpsr/project/112430/version/V1/view,What Do Trade Negotiators Negotiate About? Empirical Evidence from the World Trade Organization,American Economic Review,2011
112426,10.3886/e112426v1,https://www.openicpsr.org/openicpsr/project/112426/version/V1/view,The Role of Trading Frictions in Real Asset Markets,American Economic Review,2011
112417,10.3886/e112417v1,https://www.openicpsr.org/openicpsr/project/112417/version/V1/view,Real-Time Search in the Laboratory and the Market,American Economic Review,2011
112415,10.3886/e112415v1,https://www.openicpsr.org/openicpsr/project/112415/version/V1/view,Search Dynamics in Consumer Choice under Time Pressure: An Eye-Tracking Study,American Economic Review,2011
112412,10.3886/e112412v1,https://www.openicpsr.org/openicpsr/project/112412/version/V1/view,Deferred Compensation in Multiperiod Labor Contracts: An Experimental Test of Lazear's Model,American Economic Review,2011
112408,10.3886/e112408v1,https://www.openicpsr.org/openicpsr/project/112408/version/V1/view,"Performance Pay and Multidimensional Sorting: Productivity, Preferences, and Gender",American Economic Review,2011
112406,10.3886/e112406v1,https://www.openicpsr.org/openicpsr/project/112406/version/V1/view,Contracts as Reference Points—Experimental Evidence,American Economic Review,2011
112404,10.3886/e112404v1,https://www.openicpsr.org/openicpsr/project/112404/version/V1/view,The Long Slump,American Economic Review,2011
112403,10.3886/e112403v1,https://www.openicpsr.org/openicpsr/project/112403/version/V1/view,Stationary Concepts for Experimental 2 × 2 Games: Comment,American Economic Review,2011
112399,10.3886/e112399v1,https://www.openicpsr.org/openicpsr/project/112399/version/V1/view,"Monetary Policy, Trend Inflation, and the Great Moderation: An Alternative Interpretation",American Economic Review,2011
112397,10.3886/e112397v1,https://www.openicpsr.org/openicpsr/project/112397/version/V1/view,Bundle-Size Pricing as an Approximation to Mixed Bundling,American Economic Review,2011
112396,10.3886/e112396v1,https://www.openicpsr.org/openicpsr/project/112396/version/V1/view,"Reference Prices, Costs, and Nominal Rigidities",American Economic Review,2011
114730,10.3886/e114730v1,https://www.openicpsr.org/openicpsr/project/114730/version/V1/view,Input Constraints and the Efficiency of Entry: Lessons from Cardiac Surgery,American Economic Journal Economic Policy,2010
114375,10.3886/e114375v1,https://www.openicpsr.org/openicpsr/project/114375/version/V1/view,Tracing the Woes: An Empirical Analysis of the Airline Industry,American Economic Journal Microeconomics,2010
114373,10.3886/e114373v1,https://www.openicpsr.org/openicpsr/project/114373/version/V1/view,An Experimental Test of Flexible Combinatorial Spectrum Auction Formats,American Economic Journal Microeconomics,2010
114184,10.3886/e114184v1,https://www.openicpsr.org/openicpsr/project/114184/version/V1/view,"Value-Added Taxes, Chain Effects, and Informality",American Economic Journal Macroeconomics,2010
114183,10.3886/e114183v1,https://www.openicpsr.org/openicpsr/project/114183/version/V1/view,The Structure of Tariffs and Long-Term Growth,American Economic Journal Macroeconomics,2010
114180,10.3886/e114180v1,https://www.openicpsr.org/openicpsr/project/114180/version/V1/view,Was the Wealth of Nations Determined in 1000 BC?,American Economic Journal Macroeconomics,2010
114177,10.3886/e114177v1,https://www.openicpsr.org/openicpsr/project/114177/version/V1/view,Do Expectations Matter? The Great Moderation Revisited,American Economic Journal Macroeconomics,2010
114172,10.3886/e114172v1,https://www.openicpsr.org/openicpsr/project/114172/version/V1/view,How Much Does Immigration Boost Innovation?,American Economic Journal Macroeconomics,2010
114171,10.3886/e114171v1,https://www.openicpsr.org/openicpsr/project/114171/version/V1/view,Offshoring in a Ricardian World,American Economic Journal Macroeconomics,2010
114170,10.3886/e114170v1,https://www.openicpsr.org/openicpsr/project/114170/version/V1/view,Labor Markets and Monetary Policy: A New Keynesian Model with Unemployment,American Economic Journal Macroeconomics,2010
113761,10.3886/e113761v1,https://www.openicpsr.org/openicpsr/project/113761/version/V1/view,Do Temporary-Help Jobs Improve Labor Market Outcomes for Low-Skilled Workers? Evidence from “Work First”,American Economic Journal Applied Economics,2010
113758,10.3886/e113758v1,https://www.openicpsr.org/openicpsr/project/113758/version/V1/view,Freedom Fries,American Economic Journal Applied Economics,2010
112393,10.3886/e112393v1,https://www.openicpsr.org/openicpsr/project/112393/version/V1/view,Real Business Cycles in Emerging Countries?,American Economic Review,2010
112387,10.3886/e112387v1,https://www.openicpsr.org/openicpsr/project/112387/version/V1/view,Social Preferences and Strategic Uncertainty: An Experiment on Markets and Contracts,American Economic Review,2010
112384,10.3886/e112384v1,https://www.openicpsr.org/openicpsr/project/112384/version/V1/view,The Changing Incidence of Geography,American Economic Review,2010
112379,10.3886/e112379v1,https://www.openicpsr.org/openicpsr/project/112379/version/V1/view,The Political Economy of the US Mortgage Default Crisis,American Economic Review,2010
112369,10.3886/e112369v1,https://www.openicpsr.org/openicpsr/project/112369/version/V1/view,"Kinship, Incentives, and Evolution",American Economic Review,2010
112368,10.3886/e112368v1,https://www.openicpsr.org/openicpsr/project/112368/version/V1/view,Consumption Taxes and Redistribution,American Economic Review,2010
112366,10.3886/e112366v1,https://www.openicpsr.org/openicpsr/project/112366/version/V1/view,Wage Risk and Employment Risk over the Life Cycle,American Economic Review,2010
112363,10.3886/e112363v1,https://www.openicpsr.org/openicpsr/project/112363/version/V1/view,Identifying the Elasticity of Substitution with Biased Technical Change,American Economic Review,2010
112361,10.3886/e112361v1,https://www.openicpsr.org/openicpsr/project/112361/version/V1/view,Is a Donor in Hand Better than Two in the Bush? Evidence from a Natural Field Experiment,American Economic Review,2010
112359,10.3886/e112359v1,https://www.openicpsr.org/openicpsr/project/112359/version/V1/view,Infrequent Portfolio Decisions: A Solution to the Forward Discount Puzzle,American Economic Review,2010
112356,10.3886/e112356v1,https://www.openicpsr.org/openicpsr/project/112356/version/V1/view,A Study of the Internal Organization of a Bidding Cartel,American Economic Review,2010
112355,10.3886/e112355v1,https://www.openicpsr.org/openicpsr/project/112355/version/V1/view,Product Creation and Destruction: Evidence and Price Implications,American Economic Review,2010
112348,10.3886/e112348v1,https://www.openicpsr.org/openicpsr/project/112348/version/V1/view,A Theory of Optimal Random Crackdowns,American Economic Review,2010
112340,10.3886/e112340v1,https://www.openicpsr.org/openicpsr/project/112340/version/V1/view,“Momma's Got the Pill”: How Anthony Comstock and <i>Griswold v. Connecticut</i> Shaped US Childbearing,American Economic Review,2010
112337,10.3886/e112337v1,https://www.openicpsr.org/openicpsr/project/112337/version/V1/view,Earnings Losses of Displaced Workers Revisited,American Economic Review,2010
112332,10.3886/e112332v1,https://www.openicpsr.org/openicpsr/project/112332/version/V1/view,Monetary Policy Rules and Macroeconomic Stability: Some New Evidence,American Economic Review,2010
112327,10.3886/e112327v1,https://www.openicpsr.org/openicpsr/project/112327/version/V1/view,Currency Choice and Exchange Rate Pass-Through,American Economic Review,2010
112326,10.3886/e112326v1,https://www.openicpsr.org/openicpsr/project/112326/version/V1/view,Multinationals and Anti-Sweatshop Activism,American Economic Review,2010
116496,10.3886/e116496v1,https://www.openicpsr.org/openicpsr/project/116496/version/V1/view,Details Matter: The Impact of Presentation and Information on the Take-up of Financial Incentives for Retirement Saving,American Economic Journal Economic Policy,2009
116424,10.3886/e116424v1,https://www.openicpsr.org/openicpsr/project/116424/version/V1/view,The TIPS Yield Curve and Inflation Compensation,American Economic Journal Macroeconomics,2009
114547,10.3886/e114547v1,https://www.openicpsr.org/openicpsr/project/114547/version/V1/view,Tax Sensitivity and Home State Preferences in Internet Purchasing,American Economic Journal Economic Policy,2009
114165,10.3886/e114165v1,https://www.openicpsr.org/openicpsr/project/114165/version/V1/view,Development Accounting,American Economic Journal Macroeconomics,2009
114163,10.3886/e114163v1,https://www.openicpsr.org/openicpsr/project/114163/version/V1/view,Firm Heterogeneity and the Long-run Effects of Dividend Tax Reform,American Economic Journal Macroeconomics,2009
114044,10.3886/e114044v1,https://www.openicpsr.org/openicpsr/project/114044/version/V1/view,Optimal Monetary Policy Rules in an Estimated Sticky-Information Model,American Economic Journal Macroeconomics,2009
114036,10.3886/e114036v1,https://www.openicpsr.org/openicpsr/project/114036/version/V1/view,Border Effect or Country Effect? Seattle May Not Be so Far from Vancouver After All,American Economic Journal Macroeconomics,2009
113573,10.3886/e113573v1,https://www.openicpsr.org/openicpsr/project/113573/version/V1/view,Do Television and Radio Destroy Social Capital? Evidence from Indonesian Villages,American Economic Journal Applied Economics,2009
113572,10.3886/e113572v1,https://www.openicpsr.org/openicpsr/project/113572/version/V1/view,How Large Are Non-Budget-Constraint Effects of Prices on Demand?,American Economic Journal Applied Economics,2009
113556,10.3886/e113556v1,https://www.openicpsr.org/openicpsr/project/113556/version/V1/view,A Cautionary Tale About the Use of Administrative Data: Evidence from Age of Marriage Laws,American Economic Journal Applied Economics,2009
113551,10.3886/e113551v1,https://www.openicpsr.org/openicpsr/project/113551/version/V1/view,Fixing Market Failures or Fixing Elections? Agricultural Credit in India,American Economic Journal Applied Economics,2009
113549,10.3886/e113549v1,https://www.openicpsr.org/openicpsr/project/113549/version/V1/view,Many Children Left Behind? Textbooks and Test Scores in Kenya,American Economic Journal Applied Economics,2009
113348,10.3886/e113348v1,https://www.openicpsr.org/openicpsr/project/113348/version/V1/view,"Technology, International Trade, and Pollution from US Manufacturing",American Economic Review,2009
113331,10.3886/e113331v1,https://www.openicpsr.org/openicpsr/project/113331/version/V1/view,Efficient Pollution Regulation: Getting the Prices Right,American Economic Review,2009
113322,10.3886/e113322v1,https://www.openicpsr.org/openicpsr/project/113322/version/V1/view,"Hindsight, Foresight, and Insight: An Experimental Study of a Small-Market Investment Game with Common and Private Values",American Economic Review,2009
113320,10.3886/e113320v1,https://www.openicpsr.org/openicpsr/project/113320/version/V1/view,Monetary Policy Analysis with Potentially Misspecified Models,American Economic Review,2009
113313,10.3886/e113313v1,https://www.openicpsr.org/openicpsr/project/113313/version/V1/view,Decentralized Organizational Learning: An Experimental Investigation,American Economic Review,2009
113293,10.3886/e113293v1,https://www.openicpsr.org/openicpsr/project/113293/version/V1/view,"Estate Taxation, Entrepreneurship, and Wealth",American Economic Review,2009
113291,10.3886/e113291v1,https://www.openicpsr.org/openicpsr/project/113291/version/V1/view,Democracy and Foreign Education,American Economic Review,2009
113286,10.3886/e113286v1,https://www.openicpsr.org/openicpsr/project/113286/version/V1/view,"The War on Drugs: Methamphetamine, Public Health, and Crime",American Economic Review,2009
113285,10.3886/e113285v1,https://www.openicpsr.org/openicpsr/project/113285/version/V1/view,The Value of Groups,American Economic Review,2009
116328,10.3886/e116328v1,https://www.openicpsr.org/openicpsr/project/116328/version/V1/view,Are Women More Credit Constrained? Experimental Evidence On Gender And Microenterprise Returns,American Economic Journal Applied Economics,2008
113325,10.3886/e113325v1,https://www.openicpsr.org/openicpsr/project/113325/version/V1/view,VAR Analysis and the Great Moderation,American Economic Review,2008
113273,10.3886/e113273v1,https://www.openicpsr.org/openicpsr/project/113273/version/V1/view,Optimal Tariffs and Market Power: The Evidence,American Economic Review,2008
113272,10.3886/e113272v1,https://www.openicpsr.org/openicpsr/project/113272/version/V1/view,"Pricing-to-Market, Trade Costs, and International Relative Prices",American Economic Review,2008
113271,10.3886/e113271v1,https://www.openicpsr.org/openicpsr/project/113271/version/V1/view,Zombie Lending and Depressed Restructuring in Japan,American Economic Review,2008
113258,10.3886/e113258v1,https://www.openicpsr.org/openicpsr/project/113258/version/V1/view,Explaining Changes in Female Labor Supply in a Life-Cycle Model,American Economic Review,2008
113257,10.3886/e113257v1,https://www.openicpsr.org/openicpsr/project/113257/version/V1/view,Great Expectations and the End of the Depression,American Economic Review,2008
113236,10.3886/e113236v1,https://www.openicpsr.org/openicpsr/project/113236/version/V1/view,A Model of Housing in the Presence of Adjustment Costs: A Structural Interpretation of Habit Persistence,American Economic Review,2008
116327,10.3886/e116327v1,https://www.openicpsr.org/openicpsr/project/116327/version/V1/view,Incentives and Services for College Achievement: Evidence from a Randomized Trial,American Economic Journal Applied Economics,2007
116298,10.3886/e116298v1,https://www.openicpsr.org/openicpsr/project/116298/version/V1/view,Another Look at Airport Congestion Pricing,American Economic Review,2007
116288,10.3886/e116288v1,https://www.openicpsr.org/openicpsr/project/116288/version/V1/view,Individual Behavior and Group Membership,American Economic Review,2007
116286,10.3886/e116286v1,https://www.openicpsr.org/openicpsr/project/116286/version/V1/view,Do Markets Reduce Costs? Assessing the Impact of Regulatory Restructuring on US Electric Generation Efficiency,American Economic Review,2007
116285,10.3886/e116285v1,https://www.openicpsr.org/openicpsr/project/116285/version/V1/view,Markets in China and Europe on the Eve of the Industrial Revolution,American Economic Review,2007
116284,10.3886/e116284v1,https://www.openicpsr.org/openicpsr/project/116284/version/V1/view,"Inventories and the Business Cycle: An Equilibrium Analysis of ( <i>S, s</i> ) Policies",American Economic Review,2007
116261,10.3886/e116261v1,https://www.openicpsr.org/openicpsr/project/116261/version/V1/view,The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather,American Economic Review,2007
116260,10.3886/e116260v1,https://www.openicpsr.org/openicpsr/project/116260/version/V1/view,The Effect of Court-Ordered Hiring Quotas on the Composition and Quality of Police,American Economic Review,2007
114381,10.3886/e114381v1,https://www.openicpsr.org/openicpsr/project/114381/version/V1/view,"Zeros, Quality and Space: Trade Theory and Trade Evidence",American Economic Journal Microeconomics,2007
113284,10.3886/e113284v1,https://www.openicpsr.org/openicpsr/project/113284/version/V1/view,Taxing Capital? Not a Bad Idea After All!,American Economic Review,2007
113227,10.3886/e113227v1,https://www.openicpsr.org/openicpsr/project/113227/version/V1/view,Does Competition Among Public Schools Benefit Students and Taxpayers? Reply,American Economic Review,2007
113221,10.3886/e113221v1,https://www.openicpsr.org/openicpsr/project/113221/version/V1/view,Establishment Size Dynamics in the Aggregate Economy,American Economic Review,2007
113220,10.3886/e113220v1,https://www.openicpsr.org/openicpsr/project/113220/version/V1/view,Child Protection and Child Outcomes: Measuring the Effects of Foster Care,American Economic Review,2007
113215,10.3886/e113215v1,https://www.openicpsr.org/openicpsr/project/113215/version/V1/view,Minimax Play at Wimbledon: Comment,American Economic Review,2007
112377,10.3886/e112377v1,https://www.openicpsr.org/openicpsr/project/112377/version/V1/view,Social Identity and Preferences,American Economic Review,2007
116251,10.3886/e116251v1,https://www.openicpsr.org/openicpsr/project/116251/version/V1/view,Phased-In Tax Cuts and Economic Activity,American Economic Review,2006
116250,10.3886/e116250v1,https://www.openicpsr.org/openicpsr/project/116250/version/V1/view,Did Unilateral Divorce Laws Raise Divorce Rates? A Reconciliation and New Results,American Economic Review,2006
116248,10.3886/e116248v1,https://www.openicpsr.org/openicpsr/project/116248/version/V1/view,Cognition and Behavior in Two-Person Guessing Games: An Experimental Study,American Economic Review,2006
116242,10.3886/e116242v1,https://www.openicpsr.org/openicpsr/project/116242/version/V1/view,Estimating the Effects of Global Patent Protection in Pharmaceuticals: A Case Study of Quinolones in India,American Economic Review,2006
116234,10.3886/e116234v1,https://www.openicpsr.org/openicpsr/project/116234/version/V1/view,"Stock Prices, News, and Economic Fluctuations",American Economic Review,2006
116230,10.3886/e116230v1,https://www.openicpsr.org/openicpsr/project/116230/version/V1/view,Shocks and Government Beliefs: The Rise and Fall of American Inflation,American Economic Review,2006
116228,10.3886/e116228v1,https://www.openicpsr.org/openicpsr/project/116228/version/V1/view,The Speed of Learning in Noisy Games: Partial Reinforcement and the Sustainability of Cooperation,American Economic Review,2006
116080,10.3886/e116080v1,https://www.openicpsr.org/openicpsr/project/116080/version/V1/view,Managing Growth to Achieve Efficient Coordination in Large Groups,American Economic Review,2006
116078,10.3886/e116078v1,https://www.openicpsr.org/openicpsr/project/116078/version/V1/view,Can Rational Expectations Sticky-Price Models Explain Inflation Dynamics?,American Economic Review,2006
116075,10.3886/e116075v1,https://www.openicpsr.org/openicpsr/project/116075/version/V1/view,Herd Behavior in a Laboratory Financial Market,American Economic Review,2005
116074,10.3886/e116074v1,https://www.openicpsr.org/openicpsr/project/116074/version/V1/view,Cooperation under the Shadow of the Future: Experimental Evidence from Infinitely Repeated Games,American Economic Review,2005
116071,10.3886/e116071v1,https://www.openicpsr.org/openicpsr/project/116071/version/V1/view,Bubbles and Experience: An Experiment,American Economic Review,2005
116066,10.3886/e116066v1,https://www.openicpsr.org/openicpsr/project/116066/version/V1/view,Annuities and Individual Welfare,American Economic Review,2005
116065,10.3886/e116065v1,https://www.openicpsr.org/openicpsr/project/116065/version/V1/view,The Impact of Outsourcing to China on Hong Kong's Labor Market,American Economic Review,2005
116061,10.3886/e116061v1,https://www.openicpsr.org/openicpsr/project/116061/version/V1/view,Fairness and Redistribution,American Economic Review,2005
116057,10.3886/e116057v1,https://www.openicpsr.org/openicpsr/project/116057/version/V1/view,Precautionary Saving and Consumption Fluctuations,American Economic Review,2005
116056,10.3886/e116056v1,https://www.openicpsr.org/openicpsr/project/116056/version/V1/view,Legislative Bargaining under Weighted Voting,American Economic Review,2005
116055,10.3886/e116055v1,https://www.openicpsr.org/openicpsr/project/116055/version/V1/view,How Do Patent Laws Influence Innovation? Evidence from Nineteenth-Century World's Fairs,American Economic Review,2005
116050,10.3886/e116050v1,https://www.openicpsr.org/openicpsr/project/116050/version/V1/view,"The Willingness to Pay–Willingness to Accept Gap, the “Endowment Effect,” Subject Misconceptions, and Experimental Procedures for Eliciting Valuations",American Economic Review,2005
116048,10.3886/e116048v1,https://www.openicpsr.org/openicpsr/project/116048/version/V1/view,Understanding European Real Exchange Rates,American Economic Review,2005
116045,10.3886/e116045v1,https://www.openicpsr.org/openicpsr/project/116045/version/V1/view,The Baby Boom and Baby Bust,American Economic Review,2005
116042,10.3886/e116042v1,https://www.openicpsr.org/openicpsr/project/116042/version/V1/view,"Distance, Time, and Specialization: Lean Retailing in General Equilibrium",American Economic Review,2005
116041,10.3886/e116041v1,https://www.openicpsr.org/openicpsr/project/116041/version/V1/view,Bond Risk Premia,American Economic Review,2005
116038,10.3886/e116038v1,https://www.openicpsr.org/openicpsr/project/116038/version/V1/view,Extracting Inflation from Stock Returns to Test Purchasing Power Parity,American Economic Review,2005
116037,10.3886/e116037v1,https://www.openicpsr.org/openicpsr/project/116037/version/V1/view,Estimation and Inference of Impulse Responses by Local Projections,American Economic Review,2005
116035,10.3886/e116035v1,https://www.openicpsr.org/openicpsr/project/116035/version/V1/view,The Case for Open-Market Purchases in a Liquidity Trap,American Economic Review,2005
112319,10.3886/e112319v1,https://www.openicpsr.org/openicpsr/project/112319/version/V1/view,"When Optimal Choices Feel Wrong: A Laboratory Study of Bayesian Updating, Complexity, and Affect",American Economic Review,2005
112316,10.3886/e112316v1,https://www.openicpsr.org/openicpsr/project/112316/version/V1/view,Risk Aversion and Incentive Effects: Comment,American Economic Review,2005
112311,10.3886/e112311v1,https://www.openicpsr.org/openicpsr/project/112311/version/V1/view,Why the Apple Doesn’t Fall Far: Understanding Intergenerational Transmission of Human Capital,American Economic Review,2005
112308,10.3886/e112308v1,https://www.openicpsr.org/openicpsr/project/112308/version/V1/view,The Sensitivity of Long-Term Interest Rates to Economic News: Evidence and Implications for Macroeconomic Models,American Economic Review,2005
229581,10.3886/e229581v1,https://www.openicpsr.org/openicpsr/project/229581/version/V1/view,"Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments",American Economic Review,2004
116031,10.3886/e116031v1,https://www.openicpsr.org/openicpsr/project/116031/version/V1/view,Rationalizing the Penn World Table: True Multilateral Indices for International Comparisons of Real Income,American Economic Review,2004
116029,10.3886/e116029v1,https://www.openicpsr.org/openicpsr/project/116029/version/V1/view,Riding the South Sea Bubble,American Economic Review,2004
116028,10.3886/e116028v1,https://www.openicpsr.org/openicpsr/project/116028/version/V1/view,"Bad Beta, Good Beta",American Economic Review,2004
116026,10.3886/e116026v1,https://www.openicpsr.org/openicpsr/project/116026/version/V1/view,Constructing Price Indexes across Space and Time: The Case of the European Union,American Economic Review,2004
116025,10.3886/e116025v1,https://www.openicpsr.org/openicpsr/project/116025/version/V1/view,A New Measure of Monetary Shocks: Derivation and Implications,American Economic Review,2004
116023,10.3886/e116023v1,https://www.openicpsr.org/openicpsr/project/116023/version/V1/view,Are Emily and Greg More Employable Than Lakisha and Jamal? A Field Experiment on Labor Market Discrimination,American Economic Review,2004
112307,10.3886/e112307v1,https://www.openicpsr.org/openicpsr/project/112307/version/V1/view,The Effect of Health Risk on Housing Values: Evidence from a Cancer Cluster,American Economic Review,2004
112305,10.3886/e112305v1,https://www.openicpsr.org/openicpsr/project/112305/version/V1/view,"Saving, Risk Sharing, and Preferences for Risk",American Economic Review,2004
113212,10.3886/e113212v1,https://www.openicpsr.org/openicpsr/project/113212/version/V1/view,Federal Reserve Information and the Behavior of Interest Rates,American Economic Review,2000
